0xdbfdd02f Obj_WaitMove
0x37cbee45 CHEAT_ON_10
0xc660be7e cheat_reallygivelevels
0x69a1ce96 CHEAT_PERFECT_SKITCH
0x40ccded3 CHEAT_ON_11
0x16ebbed4 cheat_give_skaters
0x2af7bedc menu_gorilla
0x33fb3f15 cheat_unlockmovies
0xeefecf1b CHEAT_ALWAYS_SPECIAL
0xd9c58f69 CHEAT_ON_12
0xaec2bfff CHEAT_ON_13
0xda68a19e CJR_Nullscript
0x01bf000c scale_anchor
0x55d52011 GetPlayerAppearancePart
0x78e9e01b colormenu_bar_pos
0x45c41029 colormenu_nowrap_arrow_left
0xf644504f rot_bar
0x5431709a hue_up_arrow
0xae0ad0ba add_scale
0xeaf440bd posmenu_focus_all_parts
0x0389a12b posmenu_set_uv
0xeb917132 scale_increment
0x1302113b scale_logo
0x8da5313f got_controller
0x34edb147 value_anchor
0x4c410149 IsPS2
0x9bcee1a6 posmenu_get_uv
0x758b91c2 colormenu_increment_saturation
0x63bba1ed colormenu_min_saturation
0x666ef200 bw_slider
0xef785201 colormenu_bar_scale
0xbb23120d hue_slider_bar
0x2261f218 edit_skater_rotmenu_unfocus
0x5e84e22f min
0xd901924b colormenu_focus
0xfe4eb25a off_rgba
0xe5bfc29e refocus
0x876e62a5 pad_right_handler
0x54d4a2a6 saturation_down_arrow
0x32e262a6 edit_skater_vmenu
0x90c6d2ae colormenu_arrow_pos_down
0xff74d2c8 hue_anchor
0x6e66b2dd from_caf
0x157912eb up_arrow_id
0x0f9462f0 v2
0xba282310 colormenu_get_hsv
0x8c38c316 generic_helper_text_color_menu_reset_cad_ngc
0x29660323 generic_menu_update_arrows
0xc1915342 SetPlayerAppearanceUV
0x969d334a v1
0x0734237e posmenu_add_pos_item
0x4837e397 pos_anchor
0xf08db3c2 rot_left_arrow
0x7f44f420 sliderbar_rescale_to_bar
0xd27bc437 color_bar_id
0xbe88f472 is_enabled_script
0xf184447b colormenu_decrement_value
0xa5019497 edit_skater_menu_up_arrow
0xacdc74d7 colormenu_wrap_arrow_left
0xba62a519 edit_skater_menu_down_arrow
0xb6e5c547 get_logo_texture
0xfb35f57a value_down_arrow
0x8d85358f parent_id
0xad824594 scale_down_arrow
0xa9524594 pos_parts_anchor
0x106d0598 colormenu_saturation_increment
0xf79445d1 edit_skater_posmenu_unfocus
0xc137e61c colormenu_spacing_between
0x50733629 colormenu_refresh_skaters
0x03bb5636 from_cas
0xc2aa6655 texture1
0x38cc8678 pos_up_arrow
0xf5fec6a8 no_scale
0x72e396b5 s2
0x903da6bf pos_down_arrow
0xb52596f6 generic_helper_text_color_menu_reset
0xebeac70f s1
0x135c273e colormenu_text_pos
0x3b18d75b saturation_anchor
0x47375767 lefty
0x694df774 rightx
0xbd6167b8 oldRot
0x0885b7c5 colormenu_refresh_arrows
0x1e4ac7e2 righty
0x7600c7e4 on_rgba
0x5ba337ef texture2
0x303067f1 leftx
0x5197e846 icon_scale
0x672c4868 colormenu_nowrap_arrow_right
0x0ab6989e posmenu_add_scale_item
0x2eccf8ae script_assert
0xe66cd8b5 rot_logo
0x0e6d78bd part1
0xab4628cd icon_id
0x5b92f8dd tag_grid_x
0xd5cad8e1 uv_increment
0x97642907 part2
0xf948b90a swap_get_uv
0x97498918 scale_bar
0x4a376958 get_part_current_desc_id
0xb30d9965 controller
0x38abd988 bar_rgba
0xe282698e colormenu_decrement_hue
0x26b0c991 L1
0xbbd29992 posmenu_add_rotation_item
0xdc719997 icon_pos
0x7e3799a0 saturation_up_arrow
0x8cfd89b5 arrow_pos_down
0x959ba9d0 colorbar
0xcf0b89e0 arrow_id
0x3c931a19 structure1
0xf4ac7a35 temp
0xddfc8a7f sliderbar_add_item
0xc1939a96 add_rot
0x1f2dba96 child_texture
0xda9d3a9c colormenu_max_saturation
0x95b58aa4 colormenu_hue_increment
0xa59c4ab1 create_error_box
0x46073ab3 rot_anchor
0xf621cac2 adjust_cas_texture_rot
0xe232aacb rot_item_anchor
0x6bc18b0f adjust_cas_texture_pos
0x2347bb47 rot_right_arrow
0xc6ac0b4f colormenu_bar_focus_rgba
0xf16dab54 colormenu_bar_unfocus_rgba
0x5c73db5b add_pos
0x953efb5e posmenu_add_options_to_menu
0x112d8b68 GetAnalogueInfo
0xe8bdeb72 value_slider_bar
0xcd56eb9b colormenu_arrow_pos_up
0x9b465ba1 scale_item_anchor
0xa59a4ba3 structure2
0x66012bc5 oldScale
0x29b99bcd colormenu_set_hsv
0x90436bd9 tags
0xa8ab0c05 hue_down_arrow
0x692d0c43 colormenu_decrement_saturation
0x73b9ac51 pad_alt2
0xf6b20c8e pos_right_arrow
0xa3c19c93 icon_rgba
0x42dc0c95 h1
0x7e5ceca9 posmenu_add_item
0x18209caa use_default_hsv1
0x475cbcae saturation_slider_bar
0x03daecee GetActualCASOptionStruct
0x8c1cbcf3 tab
0x8b135cf4 colormenu_add_options_to_menu
0xa9b29d09 refresh_skater_uv
0x73fcad0a pad_left_handler
0x8129cd10 use_default_hsv2
0xdbd55d2f h2
0x8a85bd6f in_boardshop
0xb26b0d6f colormenu_min_value
0x6289dd76 max
0xa1ee5d84 posmenu_maybe_reset_uv
0x42b20d9a colormenu_increment_value
0xc5802d9f rot_increment
0xe1bf8dcb current_desc_id
0xe79ebdfd RefreshSkaterUV
0xd43cadfe colormenu_increment_hue
0xd660be0b edit_skater_rotmenu_focus
0x9be8de0c tab3
0x8991be2f posmenu_reset_uv
0x5487ee49 no_extra
0xa3f3ce61 colormenu_get_default_color
0x97cc6e78 do_scale_up
0x264b2e81 generic_helper_text_color_menu_reset_ngc
0xe0c0de9f colormenu_unfocus
0xbb00cea6 handler_params
0x1bb62eac adjust_cas_texture_scale
0x840daeae down_arrow_id
0x659c4eb0 colormenu_value_increment
0x9f071ec3 edit_skater_posmenu_focus
0xe1b43ed7 edit_skater_scalemenu_unfocus
0x657b9ee0 pos_left_arrow
0xddcddee2 oldU
0x79116f06 ControllerBoundToSkater
0x3dc08f17 colormenu_wrap_arrow_right
0x65bcef29 colormenu_arrow_rgba
0x6580bf2e colormenu_max_value
0xce091f48 generic_helper_text_left_right_up_down
0x44c48f58 oldV
0x3c910f65 value_up_arrow
0x0b8fdf6f x_val
0xb94cef70 pos_logo
0xa820bf83 colormenu_reset_to_default
0xce014f9e generic_helper_text_color_menu
0x7ae5cfa7 colormenu_arrow_scale
0x78475fb4 do_scale_down
0x3ad55fce edit_skater_menu_add_item
0x42549fe2 edit_skater_scalemenu_focus
0x937a2fe3 scale_up_arrow
0x9f9a9fef arrow_pos_up
0xe6ad8ff7 generic_helper_text_color_menu_reset_cad
0x20054ffe swap_deck_layers
0xb9ce4069 msg_text
0x585b606a ScriptGetScreenMode
0xabaa90ee goal_combomambo_genericParams
0x9b32d173 StartGoal_ComboMambo
0x055a518c SetScreenModeFromGameMode
0xe529c2ce goal_combomambo_init
0x83b0c2fb MakeSkaterGosub
0xd34eb52b expire
0x9b62e5a6 split_vertical
0x9987c6d4 UpdateRecords
0xfce4f72d create_rankings
0xb948b781 goal_combomambo_deactivate
0xb07b580e split_horizontal
0x62c4882f ResetComboRecords
0xa14fb8b9 goal_combomambo_expire
0x9c2d793e GoalManager_EditGoal
0x513ef9ae final_pos
0x068669cf clock_morph
0xc2a0f9dc msg_pos
0x7e2449ff score_title_text
0x0d15ea00 net
0xa5f2eab7 combomambo_done
0x4999fb52 activate
0x67647c6d ResetScore
0x01c92cac deactivate
0xa6343cd4 the_time
0x745f1d76 goal_combomambo_activate
0x47582d8b mp_goal_text
0xda441d9a goal_text
0x23eb3da3 combomambo
0x688b4ddb screen_mode
0x1d02ce3b do_backend_retry
0xafee0e5f high_scores_menu_create
0x0c5d7e6b goal_description
0x39f44f1e add_skater_to_world
0x54732f7e AddGoal_ComboMambo
0xf4d79fbe InTeamGame
0x4aa00fcb wait_then_create_rankings
0x842d8ff0 GoalManager_AddGoal
0x91a97019 SpMan_R_D_Triangle
0xa5546059 JumpSlot
0xf60c9090 Unassigned
0x8b966093 never_mongo
0x696fe0ab number
0x702490d7 SpLip_L_U_Triangle
0x25eb70db GapCount
0x09f350e5 is_head_locked
0x827e30ed SpMan_R_L_Triangle
0x0e7ec187 lips
0x8de21208 SpGrind_L_R_Triangle
0xbae0d2d3 SpMan_D_U_Triangle
0x7f03932c nose
0xb0b44396 right_eye
0x6f14c39c skater_index
0xa752e3a7 SpGrind_L_D_Triangle
0xf73a13e3 rail_balance
0x92ab03e8 GapScore
0x4eb60417 SpLip_R_L_Triangle
0xbceca42d SpMan_L_U_Triangle
0x97abf434 scaling_mode
0x2534743e SpGrind_U_L_Triangle
0xdfd4043e trickstyle
0x26a514b4 body_type
0x640854c9 Lip_TriangleL
0x36e334ca SpGrind_U_D_Triangle
0x471fc4dd points_available
0x5d6144e3 SpLip_R_D_Triangle
0x9016b4e7 switch
0x8bee64f6 SpGrind_D_R_Triangle
0x0cdba4f9 mongo_when_switch
0x6e01d53b Lip_TriangleDL
0xa4605544 SkaterStartPos
0x1c53c565 SpGrind_U_R_Triangle
0xb289d5ad SpGrind_D_L_Triangle
0x7628e629 SpLip_D_U_Triangle
0x3dd8f62b Lip_TriangleUL
0xe365363e default_trick_mapping
0xb1fc0722 manual_balance
0xdf55d730 skater_f_elbowpads
0xae798769 lip_balance
0x8a173793 SpGrind_R_U_Triangle
0xe19547ba SpLip_U_U_Triangle
0xfd8697e1 SKIN
0xddbee809 specials
0xff08082c ExtraSlot2
0x94927839 vert
0xcf816839 SpMan_U_R_Triangle
0x940ee858 Lip_TriangleDR
0x9e0f58a1 skater_f_kneepads
0x615b78f1 SpMan_D_L_Triangle
0x1d6f290c default_appearance
0xf6e6d962 SpMan_U_L_Triangle
0x0a7be964 custom
0x6f3e0971 SpGrind_L_U_Triangle
0x6dcb497c flip_speed
0xa226a990 initials
0xe5319996 SpMan_U_D_Triangle
0x66015996 ExtraSlot1
0x583cc9aa SpMan_D_R_Triangle
0x9e0769aa Lip_TriangleR
0x9e12c9f8 SkaterStartDir
0x73f8ca00 valid
0xb8487a01 SpLip_L_D_Triangle
0x35115a20 WriteToBuffer_CompressionLookupTable_8
0xd544aa2d trick_mapping
0x4564bab1 is_locked
0xd82f8ac8 is_pro
0x59c59acf SpMan_R_U_Triangle
0x0ab21af0 height
0x65ceaaf0 sponsors
0xc7d7cb48 Lip_TriangleUR
0xedf5db70 spin
0xc22a2b72 win_record
0x6c375b95 hometown
0x92f88bae SpLip_L_R_Triangle
0x0063fc09 Lip_TriangleU
0xad934c0b SpLip_D_L_Triangle
0x0f112c27 street
0x28a7bc67 upper_left_bone_group
0x2ab66cb8 display_name
0x03495cc3 SpLip_U_R_Triangle
0x7d02bcc3 stance
0x5b077ce1 TrickName
0x6ad3dcfb Lip_TriangleD
0x08bf1d3f left_eye
0x427bdd45 SpGrind_R_D_Triangle
0x5292fd46 height_scale
0x287fcd4e goofy
0x94f4fd50 SpLip_D_R_Triangle
0x29f9ad6c SpLip_U_D_Triangle
0x3a2eed98 SpLip_U_L_Triangle
0x51ac9db1 SpGrind_R_L_Triangle
0x950dae35 SpLip_R_U_Triangle
0x562e3ecd first_name
0xac9b9eda max_specials
0x74804efb SpMan_L_D_Triangle
0x16c6df0b always_mongo
0x25231f42 WriteToBuffer_CompressionLookupTable_16
0x5ecfef4d age
0x5e30bf54 SpMan_L_R_Triangle
0xc15dbf86 pushstyle
0x69327f8f SpGrind_D_U_Triangle
0x699fcfc0 GapName
0x2c1e8fcb weight_scale
0x5b7f40da unhide_console_window
0x8a52910b NO_DISPLAY_CHATWINDOW
0xd879a3cf dont_die
0x7ec5f3e0 console_unhide
0x568f744b console_hide2
0x85ad54af console_left_justify
0x1e499501 console_message_vmenu
0x6fc385dd wait_and_die
0x68a3760b console_unhide2
0xd79e2728 join
0x75c49733 console_destroy
0xebc4a74e create_console
0x84d1d754 console_right_justify
0x3cb06807 console_hide
0xf42548f8 preserve_parent
0xccb19938 create_console_message
0xc2a639e6 total_height
0x05f35bcb console_clear
0xd0c0acfe max_chat_height
0xf2f8df40 console_message_wait_and_die
0x05892fd1 number_of_console_lines
0x0532c00d files_menu
0x81f01058 GoalEditor
0x99b5706a create_controller_unplugged_dialog
0x9e0020da GameIsPaused
0x9211b125 GoalEditorCursor
0x698a4177 unplugged_root_window
0x589a71df UnPauseGame
0xcc365298 force_all
0x784962c5 controller_refresh
0xd607e2e6 NoReset
0xeea2e3ad text_block_pos
0x5a5783b5 high_scores_records_menu
0xc95164be GoalManager_PauseAllGoals
0x3d7db4f7 force_close_rankings
0xaa2e3506 UnpauseMusicAndStreams
0xd6214525 controller_pulled_disconnect_message
0xe24495df park_resize_cam
0x231a55f0 SetRootScreenElement
0x8b1f4601 accept_lost_connection
0xe8e406bc link_lost_dialog_anchor
0xfa742701 GoalManager_SetCanStartGoal
0x69b1f704 parked_continue_editing
0x1d9b7777 PauseMusicAndStreams
0x8fff279b dont_retry
0x2edb780f controller_unplugged_dialog_anchor
0xedf07848 showing_comp_results
0x7e45c854 ResetAbortAndDoneScripts
0x240cb86f Debounce
0xe0380889 front_end_paused
0x122138d9 TRG_G_CAT_RestartNode
0x08fbd99f AbortScript
0xdc03b9a3 reload_anims_then_run_abort_script
0x7d5d29a9 SetButtonEventMappings
0x019779b1 wait_and_check_for_unplugged_controllers
0xc9428a08 device_num
0xd5614a50 unblock_events
0xf77aca62 controller_unplugged
0x7038fae5 button_pos
0x45e46afd goal_editor_placement_mode
0x4f653b0b unblock_menu_input
0x94da6b4b IsObserving
0xf7fabb50 controller_unplugged_frame_count
0x412e7b94 ExitSurveyorMode
0x31631b98 keyboard_anchor
0xa13adbb7 WindowElement
0x09e8fc4e in_create_a_goal
0xbaebdd7f quit_network_game
0x23937d84 DefaultAbortScript
0xa4f5fd9c original_device_num
0xeaa48e14 leaving_net_game
0xe5d6fe3e block_events
0xb56d4e41 controller_reconnected
0xe274eee1 LocalSkaterExists
0x1a4e0ef9 clear
0x2b247011 trick_params
0x27a98022 Obj_Flip
0xb1fb3025 speed2
0xf164f03d SinePower
0xf0bdc054 checkbailon
0x3152f07a CAT_GetRotsDone
0x0cfcc0a5 CAT_GetAnimsDone
0x118ee0aa CAT_GetTotalZ
0x8757d0bb PauseWithObject
0x8f38f109 RotationOffset
0x8887b110 CAT_GetTotalY
0x7df8614e p
0xafb9a15e cat_flip_skater_180
0x0e1d5168 BailIsOn
0xff808186 CAT_GetTotalX
0x2c3691c1 SetCreateATrickRotations
0x3696425b total_length
0x79aba26d CAT_SetTotalY
0x4bb77287 demo_flipped_cat_skater
0x85faf28e print_out_cat2
0x0eac92fb CAT_SetTotalX
0xa1a6b302 CAT_GetFlipSkater
0x3e40b35e bailtimescriptdone
0x0458d3c9 Default_CAT_other_info
0xe0a2f3d7 CAT_SetTotalZ
0x1e2f940e anims_played_this_trick
0xaf06447b enabled
0x8d92f539 bail_point
0x7a95a557 t
0xb1b2256d RotateOnAxis
0xbbf2b570 AirTimeGreaterThan
0xff84657c cat_rotations_done
0x567715b6 from_seconds
0x3331360b cat_hold_time
0xf917e60e mod_z
0x03e21626 CAT_SetAnimsDone
0x874e3631 num_animations_on
0xdc0d1655 have_played_real_anim
0xb524565f last
0x9fc25660 print_out_cat
0x98a32669 Obj_EnableAnimBlending
0x22f53683 spawn_rotation_script
0xe5ec06a0 total_Z_angle
0x8c9946a9 EndAngle
0xdff2e6c6 are_cat_anims_done
0x17198722 mod_x
0x9de2a72f StartAngle
0x2f7d4733 CAT_SetRotsDone
0x72731789 total_X_angle
0x4526e78a Out_Params
0x601eb7b4 mod_y
0xcb9577cb out_length
0xc57057fa SetCreateATrickOtherParams
0x834607fd xblendperiodpercent
0x58d5f877 Default_CAT_animation_info
0x80fad95a CAT_SetHoldTime
0xe14bc9ac HoldOnLastAngle
0x496a59fe in_ratio
0x644b5a3c start_val
0x45b69a5c GetCreateATrickOtherParams
0x53d8fa6b CAT_GetNumAnims
0x36cbba81 cat_update_trick_string
0xc0aa8ad4 last_rot
0x402eab1a CAT_GetBailDone
0x34717b6c tweak_grab
0xd2b3fb87 GetCreateATrickParams
0xa1213ba8 out_ratio
0x5eb1cbec to_seconds
0xf9ee5c0a no_rotations
0xa4c25c2f RotateDisplay
0xd4041c3d total_Y_angle
0x5e011c53 CAT_SetBailDone
0x3bef3c6f CATReleased_SquareOrCircle
0x8bd08ca7 spawned_trick_anim
0xf0f06cbb o
0xbcf06cbc spawned_cat_sound_script
0x4df74d22 CAT_SetNumAnims
0x7d452d2c cat_animations_done
0x4f3abd6c blendperiodpercent
0x4c2b6df3 Skater_Late_Jump_Slop
0x62e21e02 blend_seconds
0x9ed56e13 CAT_GetHoldTime
0x04ac5e52 Default_CAT_rotation_info
0xa651ae55 no_wait
0xfd5b2e8a off_z
0x6a55deb4 total_percent
0x64527f30 off_y
0xd5187f4e CAT_SetFlipSkater
0x7b782f8c flip_skater
0x13554fa6 off_x
0xd67b1fc4 waitforbailoff
0xfffad0c2 dont_animate
0x85be6113 Create3dArrowPointer
0x5e8eb123 AnySkaterInRadius
0xd266b246 AddGoal_Ctf
0xf0e712d2 unlimited_time
0x12ba132c goal_ctf_activate
0x90a76376 net_team_panel_message
0x5fa91384 ctf_arrow
0x514a53a6 destroy_ctf_panel_message
0xb4e103fd active
0x1968d41a GoalManager_DeactivateGoal
0xebb3642e Kill_Team_Flags
0x3b1f2478 flag_returned
0xe8ad1481 GetNumTeams
0xe39cf4ed w
0xa4b08520 String0
0x6f9f2540 StartCTFGame
0x86b105b5 ReportStats
0xd3b7b5b6 String1
0x20b145e1 Create_Team_Flags
0x36ea35eb TRG_CTF_Red
0x6fae15ed create_ctf_panel_message
0x9496c654 current_ctf_message
0xe046f65e stole_flag_you
0x3db516b0 TRG_CTF_Green
0x907bc6e7 goal_ctf_active
0x89c9a6f2 CalculateFinalScores
0xd9bb372e create_net_panel_message
0xdef3e72f NodeExists
0x4cdf2738 flag_name
0xb074b815 AnySkaterTotalScoreAtLeast
0x8919f81c ctf_done
0x647ec837 stole_flag_from_you
0x50d47876 retrieved_flag_other
0x6f25888c show_ctf_arrow
0xd54bd918 EndCTFGame
0x2fac0937 took_flag_you
0x1ea449bd goal_ctf_deactivate
0xeb3a69f6 goal_ctf_init
0x331c3a51 took_flag_other
0x79a97ad8 captured_your_flag
0xaa21cad8 stole_flag_other
0xa5ad2b0b ctf
0x06270b12 TRG_CTF_Blue
0x71cccb15 InInternetMode
0x60b68b40 retrieved_flag_you
0x93b22ba1 relocate_flag
0x10975c37 StartGoal_CTF
0x99d93c8d CTF_Team_Flag_Trigger
0x3dde0cce took_flag_yours
0xb11fcd98 captured_flag_other
0xa558eedd goal_ctf_genericParams
0xf77b7ef8 captured_flag_you
0x89d01f11 GoalManager_GoalIsActive
0x85e38f38 TRG_CTF_Yellow
0x1c318f8c hide_ctf_arrow
0x635ab01b universalleft_screen
0xae0ef036 PreviousSfxLevel
0x7e9ef03c skater_name_3
0x3cf63049 Obj_SetLightAmbientColor
0x888ef05e GoalManager_ShowGoalPoints
0x90b76077 nightvision_hud_fade_in
0x0999c0aa skater_name_2
0x44e990ba flicker_video_screen
0xa49ee0c3 do_load_unloadable
0x802580ca borderbg
0x97f680e3 CutsceneFadeIn
0xe6f51101 skater_name_fly_5
0x90909110 skater_name_1
0x01aad111 SetSfxVolume
0xd4378129 use_lo_res_skater_head
0xa1762145 play
0x2abd8156 unhide_cutscene_hangover_hud
0x703c115f morph_nightvision_hud_line
0xe794a164 CutsceneStartVideo
0xd9157174 draw_cutscene_panel
0xac837181 universal_grunge
0x9731e193 SkaterLoopingSound_TurnOff
0x91f22197 skater_name_fly_4
0xeff181a3 ResetSkaterParticleSystems
0x3d5071b6 videoborder
0x1c39f1b9 perfect
0x05fc81d6 IsSoundPlaying
0xeeff11f2 show_cutscene_camera_hud
0x82a1d1f3 show_underground_hud
0xec7841f6 pause_rain
0x1bac7201 camera_hud_breakup_frames
0x50054213 start_next_cutscene
0x5d6fd221 min_text
0x224d0226 hide_cutscene_hangover_hud
0x9467a23b universal_cirle
0x9334b23e nightvision_hud
0xb5aa125f fade
0xe1ce826a PreCutscene
0x044e22a1 SetScreenBlur
0xe59f62ac CutsceneHideUI
0x0712f2af videointro_hud_anchor2
0xd40e62bd hangoverscreen
0x733952bd rec_pos
0x248592c2 SkaterBloodOn
0x3053b2c7 CompositeObjectExists
0x28bd32d7 last_screen_mode
0x0aaf430a universalwhite
0xb72d230d unload_current_theme
0xc800432a GO_fail
0xeb8dd330 num_team_members
0xc5a5a34b videointro_black4
0x7a766359 perfect2
0x3e76a35d stat_completed_message
0x0316d35e camera_hud_count
0xa0a45360 death_message
0xa7684367 LoadPreFile
0x7190c371 spin_piepiece_1
0xfc31b37e pause_balance_meter
0x255ff38f nameString
0x41b44398 Really_kill_cutscene_hangover_hud
0x215e2399 GoalManager_HideAllGoalPeds
0x510263ce videointro_screen2
0x282c53d5 line1
0x5085a3f5 underground_fly_in2
0x8a45f3f7 recdot
0x7adc03f7 InPreFile
0x1277e3fd pause_run_timer
0xdc63f403 videointro_screen
0x07e3440e unpause_trick_text
0x892cd41f f
0x0f96b434 skater_name_fly_3
0xca6ca435 unpause_rain
0xcf5cc46e fadeout_time
0x8de2e485 really_kill_cutscene_camera_hud
0xa523c488 UnLoadPreFile
0x677fd4a0 hangover_screen
0x789184a2 skater_name_fly_2
0x047e64c2 fadeinout
0xac8cf4d5 TestMedium02
0x6c36d4e5 millisecs
0x97fd5509 skater_name_5
0x9692a510 make_black_out2
0xe198d518 skater_name_fly_1
0xcde6c520 underground_black
0x94d0d528 cutscene_unhide_objects
0xd0967544 for_goal
0xd1c27546 hoop
0xe792a547 PA_goals
0x8d6f6554 sfxvol
0x4fdff578 show_videointro_hud
0x703d7582 team_name
0xc714158b GetValueFromVolume
0x1f98f58c videointro_black
0x61356598 vo_line1
0xe0fa659f skater_name_4
0x1f29c5a5 cutsceneobj_add_components
0x9bfa35d3 rec
0x570415fd nightvision_hud_anchor
0xcfaee631 UnpauseSpawnedScripts
0x7f36b636 videointro_hud_anchor
0x55665639 FadeInCutscene
0x0337f63c cutscene_skaterparts_unloaded
0x24f3f64f kill_panel_message_if_it_exists
0x70e6466b Obj_SetLightDiffuseColor
0xa1a8266f peralta_name
0x67f08671 CutsceneObjectNames
0x2cc6067e videointro_black2
0x61f7d69a videointro_hud_fade_in2
0x89ee469b cutscene_camera_hud_fade_in
0x7195a6a5 do_unload_unloadable
0xb90dc6bf nightvision_hud_is_hidden
0x23d8f6c9 frames2
0xb563a6de make_black_in
0x5bc136e8 videointro_black3
0x3c6566e9 dont_send_skater_to_hand_brake
0xee59073c StatsManager_ActivateGoals
0xeae81748 videoborder2
0x5973c74e kill_panel_message
0xc347474f CutsceneFadeOut
0xe0995758 universal_black
0x7019d766 XY
0xbad1a773 frames1
0x9646777b show_videointro_hud2
0x37cf5782 camera_hud_count_one
0xb8f7678b kill_nightvision_hud
0xf374978d underground_black2
0x7312778e cutscene_hangover_hud_fade_in
0x9a772793 nightvision_hud_line
0x3da2b7d0 CutsceneParticleTextures
0x9def27de videoborder3
0x050407de GoalFail
0xa557881f rec_anchor
0x426fc831 SetMusicStreamVolume
0xdadb086b morph_camera_hud_line
0x6214886b cutscene_camera_hud_anchor
0x85924874 unpause_run_timer
0x1884d876 videointro_screen_universal
0x584ad88f videointro_screen_piepiece
0x4f608892 sec_text
0x406998a5 CreateComponentFromStructure
0x7216d8da CutsceneKillObjects
0x667538e6 star_fly_1
0x501768e9 nightvision_video_screen
0xf42ff900 unpause_balance_meter
0xbca1791c PostCutscene
0xec1dc927 show_cutscene_hangover_hud
0x6283993d mins
0x80d2c942 underground_fly_in
0xff7c695c star_fly_2
0xafef895c hide_cutscene_camera_hud
0x1b265960 flicker_skullintro
0x76c72964 universal_hud_anchor
0x6fbe496c UnpauseObjects
0xf1745991 StatsManager_DeactivateGoals
0x06f5e992 really_kill_videointro_hud2
0x365e19b9 FadeOutCutscene
0x911a79bf blink_rec_dot
0xb5f1e9d2 SkaterLoopingSound
0x685e19da UnloadParticleTexture
0x9c2949ec videointro_hud_fade_in
0xdeff69ff FlushDeadObjects
0x9e3f7a01 GetTeamNames
0xb5ff9a04 under_1
0x93109a21 pause_trick_text
0x99dd7a92 kill_cutscene_hangover_hud
0x940acaba secs1
0x5262babc first_time_goal_info
0x67743adb TestLight01
0xf272dae7 piepiece
0x09e2bae9 goal_complete
0x0d039b00 secs2
0x53fb7b0e fadein_time
0x55751b5a team_name5
0xfe7d6b61 TestLight02
0xbc9f3b83 kill_black
0x40df5b90 horizontal_black
0x2cf6cbbe under_2
0x104c3bc5 frame_text
0x22722bcc team_name4
0xc3c56bd9 unhide_cutscene_camera_hud
0xf5565bda SetSoundParams
0xb96e0be5 freeze
0x25e97bf1 videoscreen
0xc23b2c00 camera_hud_line
0xbcda1c21 kill_black2
0xc7b0ac4f PauseSpawnedScripts
0x405fec54 RunScriptOnComponentType
0xccadec5d kill_universal_leader
0x70e4bc6a flicker_videointro
0x95d8ec72 bg_icon
0xf49a8c9c kill_cutscene_camera_hud
0x722d9ca7 cutscene_hide_objects
0xf672ccb2 rec_dot
0xb6bcbcd1 CutsceneUnhideUI
0x31890cf0 videowhite2
0x0eec8cf0 rec_alpha
0x5f09fd02 PauseObjects
0x162e5d07 videoname
0x68a21d67 panel_message_viewobj_line
0x435c8d77 really_kill_videointro_hud
0x65c03d7a flicker_videointro2
0x1efe0d97 m
0x38981d9f horizontal_black2
0x09a30dbf GoalManager_ShowPoints
0x12c70dec flicker_videointro3
0xa909cdf5 make_black_in2
0x18e43e02 video_screen
0x90dd9e08 mins2
0x180dfe2e number_2
0x96af3e37 understar_2
0x883e7e43 star3
0xbc16be6f team_name3
0x9118fe75 cutscene_hangover_hud_anchor
0x9b0d9e78 make_black_out
0xb8604e7b show_number_1
0x83511e9e dont_use_level_lights
0xfc9e1eb2 reload_current_theme
0x6f0aceb8 number_3
0x6ef13eb8 secs
0xd7abdec7 underground_hud_anchor
0xf526ced5 really_kill_flicker_nightvision_hud
0xff394ed5 star2
0xcb118ef9 team_name2
0xe7bc7efd kill_cutscene_panel
0x7948df06 universal_cirle2
0x7088cf0e Team_Movie_Intro
0xb4b67f16 show_universal_hud
0x5218df43 team_name1
0xf37d9f53 UnhideLoResHeads
0x566e2f57 show_number_3
0xe066ef6f flicker_nightvision_video_screen
0x66301f6f star1
0x5337bf81 goal_complete_sprite
0xf348bf86 camera_hud_is_hidden
0x3d637f88 goal_current_reward
0x0fa66f8d understar_1
0x8104af94 number_1
0xe7821f9c videowhite
0x856e6fb1 StopMusic
0x09d4cfb2 mins1
0x21691fc1 show_number_2
0xa99fdfc7 flicker_textintro
0xf31e8ff8 master_skater_list
0xc256b000 trg_thevoid
0x60c1e006 SJ_spotlight_fade_in
0xfd4bc03e heading
0x6a5a4046 InardsHIDE
0x606160a3 intro_02_params
0xc4c9d0e0 set_tod_morning
0x3b1a4130 HI_rh_furn_umbrella09
0xe4d04134 G_COMPNOT_gr_TankTurret01
0xbf40e144 nj_02a_end
0xf6a1b16a gr_TankTurret05
0x2b36d188 dresser_1
0xd28451c2 ru_03_begin
0x81a681fc gr_TankTurret04
0xf2f5f20c nj_06_begin
0x62490226 NJ_07_end
0x65fd922e ny_03_end
0x03ad7239 VIEWED_CUTSCENE_NJ_09_ALT
0x1300d260 menu_offscreen
0x66e89265 hi_04_begin
0x04bd82e5 nj_09_begin
0x4baa02f4 VIEWED_CUTSCENE_NJ_04
0x73b58315 set_level_lights
0x1c16332e Obj_UpdateBrightness
0x00e2a336 TRG_HI_Secret_Tape01
0x4b53b33c view_cutscene_done
0xbad6f345 gr_TankBarrel04
0xac24e362 SJ_01B_end
