0xee89ca74 scripts\guitar\guitar_budgets.qb
0x08783f60 ColorWheel_HighLight_4_container
0x7ec52f61 LG_Crowd_Neutral_To_Bad_FL_01
0xd6b8ff62 EXT_SM_Crowd_Whistle_03
0xf744df62 Online_UI_SFX_05
0xb2672f69 Menu_QuickPlay_SelectSong
0x9d5b9f70 Dummy_container
0x6d2e4f76 EXT_LG_Crowd_Whistle_19
0x22734f77 Drum_Win_Anim_2_02
0xcc705f79 INT_MD_Crowd_Neutral_Loop_FT
0x507d8f88 GH_SFX_BeatSoundEvent_container
0x3be30f88 GH_SFX_HitNoteSoundEvent_container
0xf1b71f8c Menu_QuickPlay_RemoveAllSongs
0x08b19f8e Gig_Complete_To_Results
0x089e4f90 Crowd_Cheer_MD_EXT_SG_04
0x91b77f91 Crowd_Battle_Cheer_Medium_INT_L_P1_container
0x3329ef97 Crowd_Clap_Small_INT_04
0x56aa9f99 EXT_SM_Crowd_Whistle_10
0xeed3ef9b Crowd_Boo_MED_Outdoor_SG_10
0x9594df9b ColorWheel_SelectColor_container
0x83152f9b Menu_ZoomOut_Career
0x86a0df9e GH3_Battlemode_Heartbeat
0xd859ffa4 JamMode_DPad_Play
0xd33f2fa7 GH3_BattleMode_DoubleNoteAttack
0xa3852fa9 INT_SM_Crowd_Neutral_Loop_BK
0x8217ffaf Crowd_OneShot_Small_INT_Bad_container
0x37e05fb0 EXT_MD_Crowd_Whistle_04
0xb906ffb2 sg_b_pk_A3_S2_F12_01
0x87d30fbf Crowd_Transition_Medium_INT_Med_To_Poor_container
0xa007afc2 Singer_Anims_WIN_01_container
0xf08e7fc9 Battle_MineAttack_Release
0x2dfa9fcc HiHatPedal02
0xf9a7ffcc Menu_ColorWheel_HighLight_Up_Down_1
0xce030fcd LG_Crowd_Neutral_To_Bad_FR_01
0x354d4fd3 GH_SFX_BattleMode_Lefty_P2_container
0x9244dfd5 Bass_Win_Anim_2_02
0xf5891fd8 INT_MD_Crowd_Bad_Loop_BK
0x62659fdc Audio_Options_Fader_End_container
0xc0f50fdd EXT_MD_Crowd_Whistle_16
0x1a297fe0 EXT_LG_Crowd_Whistle_18
0x05f97fe3 Menu_Text_Zoom_In_container
0x209b8fee Countoffs
0xf903dfef Menu_Warning_SFX_container
0xa1bfcff4 EXT_SM_Crowd_Whistle_02
0x8043eff4 Online_UI_SFX_04
0x19c6bff6 Crowd_Boo_MED_Outdoor_SG_02
0x3a0f1ffa sg_b_chrd_down_A5_S1_F5_01
0x15c8effc Crowd_Clap_Medium_INT_06
0x3d566ffc Menu_ZoomOut_HeadToHead
0xf9d0bffd Checkbox_SFX_container
0x40efeffd Camera_Transition_Difficulty_to_VIP_container
0xc775bffe EXT_MD_Crowd_Swell_SH_L_01
0xc41495c9 scripts\game\audio\global_sound_logic.qb
0xcd722002 state_p_to_m_Left
0x11c50013 EQ_Bass_Boomy
0x33e11015 bad_note2
0x2e9dd01c Tutorial_Mode_Finish_Chord
0xc302c027 Star_Clap_Right
0xa620e031 swelltemp
0xa1d9d032 Attract_Mode_Ends_Sound_Script
0x63cb1032 Star_Power_Release_Front_P2_GH4
0xf295f038 GH_SFX_BattleMode_WhammyAttack_Received_P1
0x1b8ab038 Training_VO
0x4f637049 EXT_MD_Crowd_Whistle_1
0xad91505d User_Crowd
0x9960e068 Wrong_Notes_Bass
0x5f8fa06c Star_Power_Deployed_Flag
0x930de078 GH_SFX_Training_Hammer_On_Lesson_2
0x44e62083 bad_note3
0x65150083 Crowd_Anticipation_Flag_Logic
0x0341308c bad_note_bass4
0x5728608d GH3_AdjustCrowdMedSurge
0x908d0098 Play_A_Long_Crowd_Swell_For_This_Venue
0x58f4c09c loopbadtemp
0x1e57e09f PreEncoreTemp
0x35bb00af GH_SFX_BattleMode_DoubleNote_P2
0xf861d0b4 poor_to_med
0xeccb90ba Global_User_SFX_Number
0xdf7b50bc Current_Menu_Song
0x1cc260c4 Star_Clap_LeftCenterRight
0xb32370c8 PreLoadStreamDone
0xc5c120cd GH_SFX_BattleMode_Attack_Over_P2
0x05f7d0d3 Current_Crowd_Clap_Right_SoundEvent
0xd832c0f5 GH_SFX_BattleMode_StringBreak_P1
0x3a71f0f5 GH_BattleMode_Player2_SFX_Whammy_Start
0xdfb22109 Cheer_Before_Explosion
0xacb25115 GH_SFX_BattleMode_DoubleNote_P1
0x1b29d11e Bass_Knob_Effects_Position
0x7f72a123 Current_Crowd_Swell_Med_SoundEvent_L
0xb320e123 ColorWheel_HighLight_4
0x8aff9135 Star_Power_Awarded_SFX
0xbd09d143 Band_Screen_Scroll
0x2be5b147 Crowd_Singalong_Pan2y
0x4abff14a state_g_to_m_Left
0x413b914f GH_SFX_BattleMode_StringBreak_P2
0x6845715e SoundEventFast
0x2f042162 UI_SFX_Lose_Multiplier_4X
0x1d633164 z_frathouse
0x3f7f9164 Echo_Crowd_Buss_z_scifi
0x9304a165 sfx_adjusted_guitar_volume
0xa16d1165 EXT_MD_Crowd_Whistle_3
0xe1270171 medium_Bass_smash
0xbd785173 Current_Crowd_Swell_Short_SoundEvent_L
0x5cc87177 GH_SFX_BattleMode_Attack_Over_P1
0x0422c178 Echo_Crowd_Buss_z_goth
0x6b9ca182 GH_SFX_BattleMode_WhammyAttack_Received_P2
0x9a63318e med_to_poor
0xed4f51a0 bad_note_bass6
0xc2a451a3 Star_Power_Deployed_LFE_P2_GH4
0xf68a81a3 Menu_Music_Stranglehold
0xaae841af bad_note1
0xc427d1b5 ColorWheel_HighLight_5
0xd85ad1bc Reverb_Crowd_Buss_z_ballpark
0x9b3401cb TestToneExitScript
0x3085d1ce Wrong_Notes_Guitar
0x5ce281d1 Crowd_Singalong_Pan2x
0x4e7271d5 StartTestTones_Sine
0xcda111dd User_Band
0xd66a21f3 EXT_MD_Crowd_Whistle_2
0x1caf21f4 Instruments
0x4db691fb Turn_Off_OneShot_Cheers
0xfd82f1fb small_Bass_smash
0x8a10f1fb Star_Power_Available_P3_GH4
0x75dab201 viewvolumesonscreen
0x9e946201 Star_Power_Deployed_Back_P2_GH4
0x25641201 Current_Crowd_Battle_Cheer_R_P1
0x3a1a2209 Crowd_Anticipation_Flag
0x77cfd212 Crowd_Singalong_Pan1x
0x1409c218 expert_repair
0x6392f219 z_fairgrounds
0xe3d20241 sound_options_scroll
0x5645c244 Song_Quiet_Adjust_All_SFX_Down
0x007d3246 z_scifi
0x90f7024a Star_Power_Awarded_SFX_P3
0xba88324f Star_Clap_Left
0x80b8f24f G_Tuning
0x1b546250 easy_repair
0xc2ac7256 GH_SFX_BattleMode_WhammyAttack_P2
0x9631d25a Star_Power_Deployed_LFE_GH4
0xd6fbe266 New_OneShots
0xf342e26c Current_Crowd_Transition_Bad_To_Neutral
0x2dad227e guitar_audio_effects_are_on_p2
0x69c24280 Reverb_Crowd_Buss_z_newyork
0x00c8e284 Crowd_Singalong_Pan1y
0xf0d0a29b Star_Power_Available_P1_GH4
0x1f36229d LeadVox_Balance
0xb8d7629e bass_balance
0x79df829e GH_SFX_BattleMode_Steal_P1
0x95a232ad Current_Crowd_Battle_Cheer_L_P1
0xf9b432ad scriptgetvenuesize
0x275432b9 Echo_Crowd_Buss_z_military
0xcc7e52bd waitforguitarlick
0xba4af2c9 z_scifi_intro
0xbf25f2d1 Current_Crowd_Clap_Normal_SoundEvent
0x966fe2d4 Star_Power_Release_Center_P2_GH4
0xe7f032dc Star_Power_Awarded_SFX_P2
0xd26022de User_LeadVox
0x958be2de highway_position
0x07f742ee Star_Power_Ready_Flag
0x8ed352ee starpowerecho
0x26a5c30a Crowd_W_Reverb
0x0cab6317 Current_Crowd_Battle_Cheer_L_P2
0xa82d031b Menu_music_last_last_song_index
0xe0d6d324 GH_SFX_BattleMode_Steal_P2
0xc6d92325 Star_power_verb_is_on
0xbe077327 Current_Crowd_Transition_Good_To_Neutral_L
0xf0b72329 GH3_Set_Guitar_Verb_And_Echo_to_Dry
0xd4482332 GH_SFX_BossBattle_PlayerDies
0xbb7ff33c StartTestTones_Pink
0xbb02735c GH_BattleMode_Player2_SFX_BrokenString_Start
0x5930535e VocalDSPSetParams
0x34be735f lagtestpart4
0xba120360 G_String
0x7ef96366 Star_Power_Awarded_SFX_P1
0x9560f36a save_check_time_late
0xb398036b state_g_to_m_Right
0x4a4e1375 DeRegisterSoundEvent
0xdf84b375 GH_Star_Power_Verb_On
0xc8d3c380 GH_BattleMode_Player2_SFX_LeftyNotes_Start
0x1aa1f382 get_song_struct
0xb5557392 GH3_Crowd_Event_Listener
0x89c6f3a2 Song_Intro_Highway_Up
0x242973a4 GH3_AdjustCrowdSlowBigSurge
0x46b783a5 oneshotgoodtemp
0x1113a3ab Echo_Crowd_Buss_z_bayou
0xcee173b5 Reverb_Crowd_Buss_Default_SemiWet
0xbc6d43bb Current_Crowd_Battle_Cheer_R_P2
0xe5cc73bf menu_music_stream
0x91af13c2 loopneutraltemp
0xb4a473c4 guitar_audio_effects_are_on_p1
0x1c4443c5 StopAllCheeringSounds
0xb351c3cb StreamPriorityHighest
0x82f383cc oneandahalfbeats
0xad1513da battlecheertemp
0x8d9eb3ea total_strums
0x5ba523ec GH_SFX_BattleMode_WhammyAttack_P1
0x0cedc3f2 Clap_Fade
0xd9ea53f3 HotForTeacher_menumusic_fretbars
0xdaa7a3f4 Crowd_W_Reverb_Buss_Echo
0xa7cbf3fd Current_Crowd_Transition_Neutral_To_Good_L
0xe94693ff Reverb_Crowd_Buss_z_frathouse
0x71287401 SurgeBetweenSongs
0x0b25c405 EchoFadeTime
0xb747040a DecayRatio
0x73a3b40a GH3_Play_A_Crowd_OneShot_Negative_Based_On_Venue
0xfe73640a Crowd_Surge_And_Sustain_At_End_Of_Song
0x348cd40c bad_note6
0x4fa5d40e z_metalfest_sfx_proxim_test
0xe2ed5410 Battle_Power_Awarded_SFX_P2
0x3d788415 lowpass_cutoff_freq_modulated
0x5a434416 ColorWheel_HighLight_2
0x86aee418 Reverb_Crowd_Buss_z_military
0xf837041d E_String
0x809f6423 Heartbreaker_menumusic_fretbars
0x93392424 GH_SFX_BattleMode_DiffUp_P2
0x6a0a8427 z_fairgrounds_intro
0x74bf442a Star_Power_Awarded_Flag
0x42a5d437 Song_Intro_Kick_SFX
0x3171b43c Echo_Crowd_Buss_z_harbor
0xd066a440 User_Sfx
0xfddfb444 state_m_to_g_Right
0x480eb450 EXT_MD_Crowd_Whistle_5
0xbefaa466 OnExitRun
0xf0d2a46a NewEchoSettings
0xb449c477 ExitReverbFadeTime
0x2d447480 ColorWheel_HighLight_3
0x4ed07481 UI_SFX_100_Note_Streak_P2
0x349d0483 D_String
0xfbca5483 Menu_Music_HotForTeacher
0x1790549c Current_Crowd_Looping_BG_Area
0xa850649e GH_SFX_BattleMode_Lightning_Player2
0x17b724a0 UI_SFX_50_Note_Streak_P2
0x9dd9b4a3 StartPinkNoiseLoopForCalirateLagScreen
0xa86df4a6 EQ_Drum_Punch
0x5c7484a7 save_check_time_early
0xf277d4a9 Star_Clap_Left_Middle
0xd9f284b4 Debug_Audible_Downbeat
0x8bf954bd Star_Power_Release_Center_Gh4
0x26c844c0 Star_Power_Release_SFX_Multiplayer
0x957ce4c2 StreamPriorityMidHigh
0x3f0984c6 EXT_MD_Crowd_Whistle_4
0xd0a904c8 wetmis
0x1e3884d4 Fair_Intro
0xfca6b4d7 Song_Intro_Highway_Up_SFX_Waiting
0x59e034f6 Setup_All_Crowd_Sounds_Based_On_Zone
0x1bec0500 Band_Screen_Select
0x0bdd0504 Current_Crowd_Transition_Neutral_To_Bad_L
0x8ebe751a UI_SFX_50_Note_Streak_P1
0x9a91651b Echo_Crowd_Buss_z_cathedral
0xda82b520 bad_note4
0x98a7f521 AddSoundEventScript
0x31593524 GH_SFX_BattleMode_Lightning_Player1
0xe4e93525 pulse
0xbda34528 Star_Power_Ready_SFX_Multiplayer
0xc29df532 E_Tuning
0x04640536 Current_Crowd_Transition_Bad_To_Neutral_R
0x465cd53a Star_Power_Clap_Panning_Multiple
0x1f91153a highway_move_time
0xd7d9253b UI_SFX_100_Note_Streak_P1
0x6f39153d Play_A_Short_Crowd_Swell_For_This_Venue
0x0c90e556 transitionevent_R
0x94c9c558 TestToneEnterScript
0x4502b55f muting_test_setup_script
0xd8dfe565 playing_sound_fader
0x4617156e Star_Power_Available_GH4
0x275e156f transitionevent
0x0e8cd574 medium_guitar_smash
0xa600d57c EXT_MD_Crowd_Whistle_7
0x379da58a Debug_Audible_Metronome
0x0e41458f Star_Power_Deployed_SFX
0x1a9dd590 UI_SFX_100_Note_Streak_SinglePlayer
0x4f9a7599 whistletemp
0x0a30759e GH_SFX_BattleMode_DiffUp_P1
0x6133b5a9 StopTestTones
0x7be405aa Battle_Power_Awarded_SFX_P1
0xea5045ab Echo_Crowd_Buss_z_recordstore
0x0e37f5ac D_Tuning
0xc34a15ac ColorWheel_HighLight_1
0x3d75e5b1 BG_Crowd_Front_End_Silence
0x25b2b5b4 Bad_Note_Kick1
0xad7875b5 Crowd_W_Reverb_Buss_Reverb
0x1f4ac5b5 Med_Inside_Intro
0xa2c645b5 loopgoodtemp
0xea2295b9 bad_note_bass2
0xe79b85ba training_notes_strummed
0x0d9295c1 u
0xec2c45c5 crowdtransitionchecksum
0x26eef5d2 Jam_Mode_Metronome
0xb0bee5dc Menu_music_last_song_index
0xd107e5ea EXT_MD_Crowd_Whistle_6
0x1f6095eb StreamPriorityLow
0xab2af5ee Menu_Music_Pan_reset
0x3dfed5f7 User_Drums
0xc2d645fc Song_Intro_Kick_SFX_Waiting
0xb20d4601 Bass_JamMode
0x5fa61604 state_m_to_p_Right
0x4954a607 Current_Crowd_OneShot_Positive_SoundEvent
0xdc322608 KillSurgingScripts_Faster
0x980e160e Menu_Music_NoSleepTilBrooklyn
0x6215f61a GH_SFX_Intro_WarmUp
0x24fe1631 Echo_Crowd_Buss_z_metalfest
0xeb666631 ReverbFadeTime
0x54396640 ReverbDelay
0x84b7b64d Profiling_FMOD_EFFECTS
0x64541658 Crowd_Transition
0xfef8965c Current_Crowd_Applause_SoundEvent_L
0xddddd66a lagtestpart2
0xaff44670 Reflectionslevel
0xf4a66685 Echo_Crowd_Buss_z_submarine
0xd52c2694 Current_Crowd_Transition_Good_To_Neutral
0x378a8694 GH_BattleMode_Player1_SFX_DoubleNotes_Start
0x92c1f6a2 Menu_Music_SE_spawned
0x86d606a7 Star_Power_Deployed_Front_Gh4
0xb16536a9 GH_SFX_Note_Streak_SinglePlayer
0x1eefd6b2 Star_Power_Ready_SFX
0x4bbc56d1 tempvenuesize
0x5b8a96dc GH_BattleMode_Player2_SFX_Shake_Start
0x8d4336e1 GHTunes_UI_Scroll_Pan
0x795e86e4 UI_SFX_Lose_Multiplier_2X
0xfa06e6ef StopPinkNoiseLoopForCalirateLagScreen
0xa482c6f0 Star_Power_Deployed_Front_P2_GH4
0xc13096f7 Band_Playback
0xaadae6fc lagtestpart3
0x585e2709 phaser_delay_time_modulated
0xb68b1714 adv_record
0x5f8aa716 Current_Crowd_Looping_BG_Area_Good
0xcb180718 state_p_to_m_Right
0x79a0071d Echo_Crowd_Buss_z_ballpark
0x28f3a71d NewReverbSettings
0x8be0671f note_played
0xc9ff9729 Reverb_Crowd_Buss_z_fairgrounds
0x7365472f pushPop
0x8b82e731 Master_SFX_Adding_Sound_Busses
0x4f7c7732 GH3_Battle_Play_Crowd_Reaction_SFX
0xfb521740 menu_music_preloading
0xfcabc744 num_strums
0x12678747 Guitar_Lick_Crowd_Swell
0x3d7ce748 Play_A_Crowd_Whistle_Good_Based_On_Venue
0x05745750 VenueSize
0xffd0c762 Audio_Options_Mic
0x0555576e Clap_Fading
0xe42ef77b z_harbor
0xa226477e Band_Balance
0xc0f48786 Reverb_Crowd_Buss_z_harbor
0x4b875788 EQ_GuitarLead_Fuzz
0x80a2878e highpass_cutoff_freq_modulated
0xa4415791 Current_Crowd_Swell_Short_Soft_SoundEvent_L
0x830ca79e ExitReverbSettings
0x6045b7a5 UI_SFX_Lose_Multiplier_3X
0x21b0c7a6 Current_Crowd_Swell_Long_SoundEvent_R
0x97dce7b0 Wrong_Notes_Drums
0x9d3967b2 setsoundbusseffects
0x30b027b2 GH_BattleMode_Player1_SFX_DiffUp_Start
0x98c2c7b9 claptemp
0x2d2d37bb GH3_Change_crowd_reverb_settings_by_Venue
0x7d42b7c4 Menu_music_last_last_last_song_index
0x80af37ca EQ_Drum_Crack
0x54c007cf z_military_intro
0x44d487d0 lagtestpart1
0x5b02a7d1 anticipationtemp
0x93a097d6 dont_fade_crowd
0xb1e017e9 GH3_Battlemode_StringTune_2
0x7cf1e7f1 Reverb_Crowd_Buss_z_hotel
0xa1af97fe encoretemp
0xd1cf9804 Star_Power_Release_Center_P1_Gh4
0xb11ef806 User_Bass
0x0e65280c Crowd_Anticipation
0x9774a80d Band_Screen_Back
0x0282a82c Everlong_menumusic_fretbars
0xf69fd835 transitionevent_L
0x39740849 z_castle_intro
0x29ff984a GH_SFX_Note_Streak_P1
0xb770d84b Star_Power_Available_P2_GH4
0xfe6b3855 Current_Crowd_Transition_Bad_To_Neutral_L
0x66c3c85e Moment_On_Stage_Crowd_Reaction_SFX
0xf1d23867 Current_Crowd_Transition_Neutral_To_Bad_R
0xeb92486a Song_Quiet_Reset_SFX_Balance
0x590f686f GetElapsedTime
0x6965c874 Current_Crowd_Transition_Neutral_To_Good
0x8fd65878 Echo_Crowd_Buss_Default_SemiWet
0x0537387b crowd_is_singing
0x41b8f87b EXT_MD_Crowd_Whistle_9
0x1758b88b state_m_to_p_Left
0x80b528b0 Current_Crowd_Looping_BG_Area_Bad
0xd93418d1 Star_Power_Deployed_Back_P1_GH4
0x153178d2 Drum_Knob_Effects_Position
0xc56e28d2 DryLevel
0x36bfc8ed EXT_MD_Crowd_Whistle_8
0x390a88ee RoomHF
0xa8b318fd Debug_Audible_Close
0x7ae6c8ff Battlemode_HeartBeat_P2
0x80d408ff large_guitar_smash
0x3a2ec917 leadGTR_balance
0x2d060919 Menu_Music_On_Spawned
0x8600691b z_castle
0xff15291c Star_Clap_Right_Middle
0x8667c91d User_LeadGTR
0x54085921 z_harbor_intro
0xff821927 player_pan
0x5f70c92c z_tool
0x12c4c937 Debug_Audible_Open
0x17cee938 Song_Quiet_Over_Adjust_All_SFX_To_Normal
0xce5c2938 GetStartTime
0xd0842941 Star_Power_Deployed_Back_GH4
0x9b4fd944 Echo_Crowd_Buss_z_fairgrounds
0xe3ef9945 Battlemode_HeartBeat_P1
0xc5783950 good_to_med
0x296cb955 Drums_Balance
0x4316395b song_struct
0x2b9ab95d StopSoundsByBuss
0x502b7963 GH3_SFX_fail_song_stop_sounds
0x924f9968 Menu_Music_Everlong
0xc9c5a977 current_audio_effect_type
0x9e82f97e z_credits_intro
0x5eab3982 Star_Power_Release_Front_P3_GH4
0xcc461984 StreamPriorityMid
0xfad9a98c User_Misc
0xbdfcd98d GH3_AdjustCrowdLoopBackToDefault
0xd7ef1990 starpowerreverb
0x6e08e993 Boss_Battle_Whoosh_Sound
0xa0c5e99b push
0x427d09a7 eq_setting
0xd26839a8 Generic_Reverb_Functionality_Script
0x6eae69b5 Reverb_Crowd_Buss_z_scifi
0x5536b9bc SoundBussLock
0x4d42d9c6 Crowd_Fast_Surge_Cheer
0xa433f9ce UI_SFX_50_Note_Streak_SinglePlayer
0x0557d9d6 Menu_Music_On_Flag
0x097dd9d9 Default_BussSet
0xa2da19e6 Reverb_Crowd_Buss_z_castle
0x8ea699e7 Audio_Sync_Test_Disable_Highway
0x5a2fc9e8 Star_Clap_End
0x83f919e9 Current_Crowd_Encore
0x7f19f9ec GH3_AdjustCrowdFastBigSurge
0xd15719ee GH_BattleMode_Player2_SFX_Steal
0xb0f6c9f0 GH_SFX_Note_Streak_P2
0x4e4069fe ExitEchoFadeTime
0x79050a17 ExitEchoSettings
0xd02c4a1b StopNotes_04
0xa7f82a24 Options_Vocals
0x41794a24 OneShotsBetweenSongs
0xcdb7aa28 GH_SFX_BattleMode_Lefty_P2
0xd55dea2f Current_Crowd_Looping_BG_Area_Neutral
0x4396da46 DecayTime
0x0bda2a49 Reverb_Crowd_Buss_z_goth
0xb01e9a4d sfxreverb
0x4836fa57 Echo_Crowd_Buss_z_frathouse
0x6c814a58 Crowd_Sustain_Boss_Battle
0x535f2a5c Echo_Crowd_Buss_z_castle
0xe31cda74 GH_BattleMode_Player1_SFX_BrokenString_Start
0x7ee90a77 Audio_Sync_Test_Enable_Highway
0x0789aa82 skip
0xa72b7a8d StopNotes_05
0xa4da2a8f newbuss
0xe50c4a98 receiving_player
0xc4adba9c Bad_Note_Tom1
0x5a3a4a9d GHTunes_UI_Scroll
0x098b8aa8 state_m_to_g_Left
0x3694caad EQ_Bass_Bari
0x343c4aad dlc1
0x67735ab5 EQ_Bass_Fretty
0x98353ab6 CreateBussSystem
0x0bf51ab7 sound_event_name
0x3312eab8 GH3_Battle_Attack_Finished_SFX
0xdbbffac5 Current_Crowd_Swell_Long_SoundEvent_L
0x2c1bcac5 RoomRollOffFactor
0xccbb9ac6 Guitar_JamMode
0x7c492ac8 ReverbLevel
0xda36fad0 GH_BattleMode_Player2_SFX_DiffUp_Start
0x4a202ad3 Vocal_Highway_Appear
0x246b6ae2 Star_Power_Release_Front_P1_Gh4
0x7c7d0ae7 A_String
0x5e4e6af2 Current_Crowd_Swell_Short_Soft_SoundEvent_R
0xd47a9af8 HighPass
0x725d4b0c small_guitar_smash
0x27fddb10 oneshotbadtemp
0xfda68b14 Play_A_Short_Crowd_Swell_For_This_Venue_Softer
0xad351b17 dlc2
0xfc9bab2f New_BG_Area
0x9e008b2f nosleeptillbrooklyn_menumusic_fretbars
0x2d1fcb37 Menu_Music_SE
0x3e222b37 StopNotes_06
0x04f7ab3f Current_Crowd_Applause_SoundEvent_R
0x18a5fb63 Audio_Options_Instruments
0xab0fcb64 Star_Power_Release_Center_P3_GH4
0x85042b73 Star_Power_Deployed_LFE_P1_GH4
0x40c25b7a Reverb_Crowd_Buss_z_bayou
0xaf2d1b7e Echo_Dry
0x381a4b8b CrowdListenerStateClapOn1234
0x06f4db91 Reverb_Dry
0x54befb92 GH_SFX_BattleMode_Lefty_P1
0x48acbb96 RhythmGTR_Balance
0x5e8fbbb0 Star_Power_Clap_Panning
0xa3f44bb1 Star_Power_Deployed_Back_P3_GH4
0xb5834bbb StreamPriorityHigh
0x76147bbc Small_Intro
0xa999dbc1 Crowd_generic_transition_sfx
0xb8e00bc6 Reverb_Crowd_Buss_z_recordstore
0x5b333bc6 Menu_music_last_last_last_last_song_index
0x46d7fbc8 A_Tuning
0x8f944bcd CrowdSingalong_Balance
0x89a16be0 EQ_Drum_Sizzle
0x4a662be0 menu_music_songs
0x61d7cbf5 GH3_Battle_Play_Whammy_Pitch_Up_Sound
0x47776c10 Current_Crowd_Swell_Short_SoundEvent_R
0x6c90bc1a Current_Crowd_Transition_Neutral_To_Bad
0xca8a1c1f Play_Instrument_Sound_With_Panning
0xe322bc20 Star_Power_Deployed_Front_P1_GH4
0xc858fc2b B_Tuning
0x3b17dc2d auto_wah_is_on
0x77a82c2f Current_Crowd_Clap_Left_Middle_SoundEvent
0x56564c34 All_Songs_Master_Volume
0x98e4ac3b z_party
0x857d9c40 Current_Crowd_Swell_Med_SoundEvent_R
0x2ca39c44 Lose_Multiplier_Crowd
0x56686c52 playing_sound_knob
0xb96fcc63 sfx_pan
0x84b0fc6b change_pitch
0x13fd1c6c BussTree
0xcc772c7f GH3_Play_A_Crowd_OneShot_Positive_Based_On_Venue
0xfeae2c81 Surge_After_Explosion
0x22b30c87 EQ_GuitarLead_Edgy
0x60034c99 RemoveSoundEventScript
0x43ef8c9f IntroTemp
0x836edca9 KillMenuMusic
0x13b63cab z_frathouse_intro
0x3be10cb3 Reverb_Crowd_Buss_z_cathedral
0xbfda7cb3 Star_Power_Release_Front_GH4
0x435e3cbe Menu_Music_Today
0xd2c06cce Today_menumusic_fretbars
0x29b8ecd0 EQ_GuitarLead_Crisp
0xf63d5cdd Stranglehold_menumusic_fretbars
0xba163ce0 isSinglePlayerGame
0xf3255ce1 Star_Clap_Middle
0x82208cec tom
0xe78b2ced Play_A_Med_Crowd_Swell_For_This_Venue
0xf2f20d04 B_String
0xf40a5d06 countoff
0xfa470d15 get_song_tempo_cfunc
0x42879d21 Echo_Crowd_Buss_z_newyork
0xc786dd22 local_pitch
0x4562ad23 wah_cutoff_freq_modulated
0x3f296d24 guitar_audio_effects_are_on
0xb0099d3e large_Bass_smash
0x477bdd40 WetMix
0xa71b8d45 Menu_music_Checking
0xe65ead56 Band_Screen_UI_Sound
0x0810cd58 GH_BattleMode_Player1_SFX_Shake_Start
0xc2310d5a voxbackup
0xe95e8d5f PrintPushPopDebugInfo
0x6820ed68 EnableUserMusic
0xdf3bed69 medium_repair
0x2c064d70 z_credits
0x0d4a3d83 Play_A_Crowd_Applause_For_This_Venue
0x6c819d84 Star_Power_Deployed_SFX_Multiplayer
0x5adc0d85 StreamPriorityLowMid
0x485e2d8e GH_SFX_Training_Tuning_Strings
0xd0f72d97 GH_BattleMode_Player1_SFX_Whammy_Start
0xb8f34da1 Guitar_Knob_Effects_Position
0xf413bdaa SongSetStarpowerEffectsSendVolume
0x08de5db4 countoff_sound
0x83c2cdb5 Attract_Mode_Start_Sound_Script
0xa1f3adb6 z_submarine
0x74b08dc6 Menu_Music_Pan
0xd4fe6dc6 voxlead
0x9ee3fdc7 Current_Crowd_Venue_Intro_SoundEvent
0x23b69dca Drums_JamMode
0xe06b1ddb Crowd_Balance
0x41e44ddb current_intro
0x9bc20ded do_actual_changing_of_looping_sound
0xe6585df1 Star_Power_Awarded_SFX_Multiplayer
0x63cc2df2 Notes_Ripple_Up_SFX
0x6ef1edf7 GH3_SFX_Stop_Sounds_For_KillSong
0xbecb0dff z_studio_intro_1
0xd1833e01 Applausetemp
0x4c754e0c User_CrowdSingalong
0x77b92e0e z_military
0x14a47e22 Lead_Vox
0x6acb7e22 Tutorial_Mode_Finish_Chord_02
0x4cfb0e23 Bad_Note_HiHat1
0x663d0e25 Song_Intro_Highway_Up_Vocals_SFX_Waiting
0xcfc4ae28 z_cathedral
0x90c9be36 GH_SFX_Countoff_Logic
0xe2933e3a drymix
0x44084e44 Current_Crowd_Transition_Good_To_Neutral_R
0x6ef8de4c audiooptionssound
0x5235ae57 TestToneSoundEvent
0x8d60ae64 Room
0x80770e85 audio_options_up_down
0x3775ce8a hud_move_time
0xa046be94 StopNotes_01
0x5dc4ce9e Current_Crowd_Transition_Neutral_To_Good_R
0xd20b0e9f z_metalfest_intro
0xad652ea3 Current_Crowd_Clap_Middle_SoundEvent
0x31d69ea3 blah
0xa6c7bea4 diffusion
0x1dcc4eb4 Tutorial_Mode_Finish_Chord_03
0xc0257eb4 Battle_Boss_FlyIn
0xf1ab6ec0 GH_BattleMode_Player1_SFX_LeftyNotes_Start
0x0b2eeec4 Medium_Crowd_Applause
0x572caec4 Guitar_Wrong_Note_Sound_Logic
0x4c202eca Star_Clap_Normal
0xf5c08ed2 User_RhythmGTR
0xb3873ede z_goth
0x8d8b7ee0 Star_Power_Deployed_Cheer_SFX_P1
0x65485eea GetPlayerInfo
0xd9a44ef1 SFX_Balance
0x49d08efd GHTunes_Scroll
0x21f54f0a Current_Crowd_Whistle_SoundEvent
0x771a9f0e downbeat
0x10d3ff0e GHMix_scroll
0xdb40ff12 TestTone_PinkNoise_12db
0x4cccdf1c Current_Crowd_Clap_Left_SoundEvent
0x2d201f20 Echo_Crowd_Buss_z_hotel
0xea00af26 soundasset
0x30693f2c TestTone_SineWav_12db
0x55d60f2d Reverb_Crowd_Buss_z_submarine
0x394fef2e StopNotes_02
0xd6ea9f3c Battle_Boss_Whoosh2
